question_id,cell,gt,article,object,category_id,supercategory,image1_id,image1_file,image2_id,image2_file,pope_split,assignment
886,1,no,a,dining table,67,furniture,87435,COCO_val2014_000000087435.jpg,281809,COCO_val2014_000000281809.jpg,adversarial,balanced
2248,1,no,a,car,3,vehicle,240434,COCO_val2014_000000240434.jpg,423804,COCO_val2014_000000423804.jpg,adversarial,balanced
502,1,no,a,car,3,vehicle,199764,COCO_val2014_000000199764.jpg,436808,COCO_val2014_000000436808.jpg,adversarial,balanced
2232,1,no,a,dining table,67,furniture,233521,COCO_val2014_000000233521.jpg,116132,COCO_val2014_000000116132.jpg,adversarial,balanced
2278,1,no,a,car,3,vehicle,368541,COCO_val2014_000000368541.jpg,35599,COCO_val2014_000000035599.jpg,adversarial,balanced
144,1,no,a,dining table,67,furniture,542145,COCO_val2014_000000542145.jpg,556641,COCO_val2014_000000556641.jpg,adversarial,balanced
1153,2,yes,a,chair,62,furniture,376959,COCO_val2014_000000376959.jpg,459382,COCO_val2014_000000459382.jpg,adversarial,balanced
579,2,yes,a,car,3,vehicle,287305,COCO_val2014_000000287305.jpg,235296,COCO_val2014_000000235296.jpg,adversarial,balanced
1501,2,yes,a,spoon,50,kitchen,384040,COCO_val2014_000000384040.jpg,293574,COCO_val2014_000000293574.jpg,adversarial,balanced
41,2,yes,a,fork,48,kitchen,265719,COCO_val2014_000000265719.jpg,12268,COCO_val2014_000000012268.jpg,adversarial,balanced
2005,2,yes,a,bird,16,animal,263594,COCO_val2014_000000263594.jpg,391144,COCO_val2014_000000391144.jpg,adversarial,balanced
1319,2,yes,a,chair,62,furniture,526368,COCO_val2014_000000526368.jpg,202928,COCO_val2014_000000202928.jpg,adversarial,balanced
691,2,yes,a,tv,72,electronic,366141,COCO_val2014_000000366141.jpg,298197,COCO_val2014_000000298197.jpg,adversarial,balanced
1437,2,yes,a,scissors,87,indoor,511622,COCO_val2014_000000511622.jpg,223764,COCO_val2014_000000223764.jpg,adversarial,balanced
1973,2,yes,a,truck,8,vehicle,44801,COCO_val2014_000000044801.jpg,447602,COCO_val2014_000000447602.jpg,adversarial,balanced
1819,2,yes,a,clock,85,indoor,436127,COCO_val2014_000000436127.jpg,481313,COCO_val2014_000000481313.jpg,adversarial,balanced
2757,2,yes,a,bottle,44,kitchen,536073,COCO_val2014_000000536073.jpg,402528,COCO_val2014_000000402528.jpg,adversarial,balanced
541,2,yes,a,truck,8,vehicle,13348,COCO_val2014_000000013348.jpg,86468,COCO_val2014_000000086468.jpg,adversarial,balanced
843,2,yes,a,chair,62,furniture,443240,COCO_val2014_000000443240.jpg,465549,COCO_val2014_000000465549.jpg,adversarial,balanced
763,2,yes,a,toaster,80,appliance,518177,COCO_val2014_000000518177.jpg,19036,COCO_val2014_000000019036.jpg,adversarial,balanced
2323,2,yes,a,vase,86,indoor,243158,COCO_val2014_000000243158.jpg,392228,COCO_val2014_000000392228.jpg,adversarial,balanced
385,2,yes,a,spoon,50,kitchen,350898,COCO_val2014_000000350898.jpg,204471,COCO_val2014_000000204471.jpg,adversarial,balanced
827,2,yes,a,sports ball,37,sports,327532,COCO_val2014_000000327532.jpg,363343,COCO_val2014_000000363343.jpg,adversarial,balanced
2597,2,yes,a,cell phone,77,electronic,299986,COCO_val2014_000000299986.jpg,466229,COCO_val2014_000000466229.jpg,adversarial,balanced
401,2,yes,a,couch,63,furniture,21645,COCO_val2014_000000021645.jpg,514914,COCO_val2014_000000514914.jpg,adversarial,balanced
533,2,yes,a,clock,85,indoor,427113,COCO_val2014_000000427113.jpg,328805,COCO_val2014_000000328805.jpg,adversarial,balanced
2507,2,yes,a,bicycle,2,vehicle,73182,COCO_val2014_000000073182.jpg,154816,COCO_val2014_000000154816.jpg,adversarial,balanced
2865,2,yes,a,sports ball,37,sports,45685,COCO_val2014_000000045685.jpg,275863,COCO_val2014_000000275863.jpg,adversarial,balanced
2301,2,yes,a,sports ball,37,sports,298633,COCO_val2014_000000298633.jpg,283947,COCO_val2014_000000283947.jpg,adversarial,balanced
1519,2,yes,a,potted plant,64,furniture,365822,COCO_val2014_000000365822.jpg,20781,COCO_val2014_000000020781.jpg,adversarial,balanced
1259,2,yes,a,skis,35,sports,295377,COCO_val2014_000000295377.jpg,256702,COCO_val2014_000000256702.jpg,adversarial,balanced
2481,2,yes,a,cup,47,kitchen,38645,COCO_val2014_000000038645.jpg,141673,COCO_val2014_000000141673.jpg,adversarial,balanced
65,2,yes,a,bottle,44,kitchen,574692,COCO_val2014_000000574692.jpg,115866,COCO_val2014_000000115866.jpg,adversarial,balanced
1503,2,yes,a,dining table,67,furniture,384040,COCO_val2014_000000384040.jpg,385962,COCO_val2014_000000385962.jpg,adversarial,balanced
2057,2,yes,a,bottle,44,kitchen,167724,COCO_val2014_000000167724.jpg,95620,COCO_val2014_000000095620.jpg,adversarial,balanced
2043,2,yes,a,bench,15,outdoor,560064,COCO_val2014_000000560064.jpg,126046,COCO_val2014_000000126046.jpg,adversarial,balanced
2293,2,yes,a,wine glass,46,kitchen,390157,COCO_val2014_000000390157.jpg,85674,COCO_val2014_000000085674.jpg,adversarial,balanced
1111,2,yes,a,truck,8,vehicle,378873,COCO_val2014_000000378873.jpg,419281,COCO_val2014_000000419281.jpg,adversarial,balanced
1253,2,yes,a,sandwich,54,food,388983,COCO_val2014_000000388983.jpg,260230,COCO_val2014_000000260230.jpg,adversarial,balanced
2599,2,yes,a,vase,86,indoor,521643,COCO_val2014_000000521643.jpg,65520,COCO_val2014_000000065520.jpg,adversarial,balanced
2975,2,yes,a,tennis racket,43,sports,15738,COCO_val2014_000000015738.jpg,537710,COCO_val2014_000000537710.jpg,adversarial,balanced
1179,2,yes,a,bed,65,furniture,184338,COCO_val2014_000000184338.jpg,65124,COCO_val2014_000000065124.jpg,adversarial,balanced
913,2,yes,a,sink,81,appliance,539251,COCO_val2014_000000539251.jpg,575356,COCO_val2014_000000575356.jpg,adversarial,balanced
1123,2,yes,a,bowl,51,kitchen,11241,COCO_val2014_000000011241.jpg,76525,COCO_val2014_000000076525.jpg,adversarial,balanced
83,2,yes,a,hot dog,58,food,569839,COCO_val2014_000000569839.jpg,76518,COCO_val2014_000000076518.jpg,adversarial,balanced
2291,2,yes,a,dining table,67,furniture,21327,COCO_val2014_000000021327.jpg,73738,COCO_val2014_000000073738.jpg,adversarial,balanced
1715,2,yes,a,sports ball,37,sports,239773,COCO_val2014_000000239773.jpg,145208,COCO_val2014_000000145208.jpg,adversarial,balanced
2377,2,yes,a,traffic light,10,outdoor,256906,COCO_val2014_000000256906.jpg,504977,COCO_val2014_000000504977.jpg,adversarial,balanced
2565,2,yes,a,kite,38,sports,156282,COCO_val2014_000000156282.jpg,384723,COCO_val2014_000000384723.jpg,adversarial,balanced
2997,2,yes,a,bowl,51,kitchen,277289,COCO_val2014_000000277289.jpg,112298,COCO_val2014_000000112298.jpg,adversarial,balanced
1595,2,yes,an,elephant,22,animal,485485,COCO_val2014_000000485485.jpg,427034,COCO_val2014_000000427034.jpg,adversarial,balanced
2837,2,yes,a,cup,47,kitchen,399702,COCO_val2014_000000399702.jpg,532126,COCO_val2014_000000532126.jpg,adversarial,balanced
1885,2,yes,a,banana,52,food,312406,COCO_val2014_000000312406.jpg,168175,COCO_val2014_000000168175.jpg,adversarial,balanced
365,2,yes,a,broccoli,56,food,575755,COCO_val2014_000000575755.jpg,330237,COCO_val2014_000000330237.jpg,adversarial,balanced
1453,2,yes,a,sink,81,appliance,18918,COCO_val2014_000000018918.jpg,493843,COCO_val2014_000000493843.jpg,adversarial,balanced
2595,2,yes,a,bench,15,outdoor,299986,COCO_val2014_000000299986.jpg,405135,COCO_val2014_000000405135.jpg,adversarial,balanced
1431,2,yes,a,sink,81,appliance,17379,COCO_val2014_000000017379.jpg,260330,COCO_val2014_000000260330.jpg,adversarial,balanced
609,2,yes,a,bicycle,2,vehicle,520524,COCO_val2014_000000520524.jpg,558558,COCO_val2014_000000558558.jpg,adversarial,balanced
2007,2,yes,a,truck,8,vehicle,263594,COCO_val2014_000000263594.jpg,390298,COCO_val2014_000000390298.jpg,adversarial,balanced
1387,2,yes,a,bowl,51,kitchen,123017,COCO_val2014_000000123017.jpg,535952,COCO_val2014_000000535952.jpg,adversarial,balanced
1525,2,yes,a,baseball glove,40,sports,524979,COCO_val2014_000000524979.jpg,207003,COCO_val2014_000000207003.jpg,adversarial,balanced
